ID	Waveform	Period	Phase	Nadir	Tau	P
1.2640976894683025	cosine	24.0	18.0	21.0	0.29344051689656264	0.02227396573589996
1.268325202123861	cosine	24.0	0.0	6.0	0.20081149672944254	0.08460315962917975
-0.03778192277667632	cosine	24.0	0.0	21.0	0.34387885384212036	0.009281315096840078
1.0817114919851005	cosine	24.0	21.0	15.0	0.15334846519160655	0.14689908245619482
-0.658507799227059	cosine	24.0	3.0	0.0	0.10763799082799744	0.23059422607029073
1.3422111603758522	cosine	24.0	3.0	0.0	0.21898763651213274	0.06691183000253088
-0.8036552040710199	cosine	24.0	0.0	21.0	0.21076445880646086	0.0745247925817003
1.8771782101267755	cosine	24.0	12.0	18.0	0.21735197936642245	0.06837611648478077
0.5012912267619196	cosine	24.0	3.0	21.0	0.35430385173284484	0.007642194440630212
1.2519554844393879	cosine	24.0	6.0	9.0	0.3837624075251605	0.00430398916286051
-0.7323625727449609	cosine	24.0	9.0	6.0	0.1676631877537109	0.12552046793508637
-0.974886333589118	cosine	24.0	12.0	15.0	0.14643453225998282	0.15805277010113494
0.0957799999066505	cosine	24.0	21.0	3.0	0.2066772468441595	0.07854663026645384
-1.894346416673259	cosine	24.0	15.0	12.0	0.34919003846611285	0.0084113441669734
2.10208370797418	cosine	24.0	21.0	18.0	0.23324759035367798	0.05515330692798147
0.8356579367771201	cosine	24.0	3.0	18.0	0.23295019131240413	0.055380662873957556
0.11814370805604492	cosine	24.0	15.0	6.0	0.30064404334716527	0.019784814684414773
-1.6513501585561778	cosine	24.0	9.0	6.0	0.4731827743271396	0.0005988728773829218
0.18248503104037583	cosine	24.0	21.0	6.0	0.24125756564895978	0.04930266217726652
0.006963534463491655	cosine	24.0	15.0	18.0	0.24405755376663804	0.047378451921575866
1.4287018234079747	cosine	24.0	3.0	6.0	0.2932207336348896	0.022353887279688553
0.3062303978821587	cosine	24.0	0.0	18.0	0.2731092190440679	0.030762062328506853
-0.2891436482339263	cosine	24.0	3.0	0.0	0.31549066277171667	0.015391993660926931
-0.8413995289107851	cosine	24.0	18.0	21.0	0.35363344343944725	0.0077393670907879575
-0.1088066750748454	cosine	24.0	3.0	0.0	0.2932207336348896	0.022353887279688553
-0.2586142066481023	cosine	24.0	3.0	18.0	0.29211214466158614	0.02276070879876716
0.21795402163024086	cosine	24.0	12.0	21.0	0.13785639881971784	0.1726443686722099
-1.3757150103304976	cosine	24.0	3.0	6.0	0.4045703793190249	0.002805441148677372
2.0551127275357426	cosine	24.0	21.0	15.0	0.28051548510659735	0.027402861731981906
0.5018336109707296	cosine	24.0	15.0	0.0	0.34387885384212036	0.009281315096840078
-0.4829535969805686	cosine	24.0	15.0	12.0	0.2365480905738184	0.052679346147498834
-0.5800994449841238	cosine	24.0	12.0	6.0	0.2239804100368323	0.06259195697574524
-0.986242949565311	cosine	24.0	9.0	6.0	0.19001827945420569	0.09665182047357779
0.6560857681540404	cosine	24.0	9.0	6.0	0.2645352517891883	0.03506947273840929
-1.4539779294497595	cosine	24.0	18.0	15.0	0.19900077460972024	0.08654178804169727
-1.1788015871773014	cosine	24.0	0.0	3.0	0.2561041850735112	0.03977585423405737
-0.25602618330244087	cosine	24.0	9.0	15.0	0.3509026423910373	0.008146509643390648
0.3093216406835294	cosine	24.0	9.0	15.0	0.16425230069367702	0.1304060561266036
0.5973633657628012	cosine	24.0	0.0	21.0	0.24034543548105186	0.04994280222373064
-0.2304741515738847	cosine	24.0	0.0	6.0	0.23799881093859857	0.05162016738148153
-0.34577082280394955	cosine	24.0	0.0	3.0	0.2932207336348896	0.022353887279688553
-0.6468984156150368	cosine	24.0	21.0	18.0	0.4063022541644713	0.0027049886032067413
-2.023493236965326	cosine	24.0	9.0	12.0	0.15334846519160655	0.14689908245619482
-1.3575536520299185	cosine	24.0	18.0	15.0	0.31915218569483433	0.014447331991700058
-1.9425842732618213	cosine	24.0	21.0	0.0	0.11462628461404012	0.21630498612695365
-0.2633768899391383	cosine	24.0	21.0	0.0	0.35127409801076814	0.008090044838256295
1.3740465543570717	cosine	24.0	18.0	15.0	0.25156701695945766	0.04251378781533029
0.0734960927279747	cosine	24.0	18.0	21.0	0.12038585308576928	0.20492337091312107
-2.482022127884567	cosine	24.0	18.0	15.0	0.0938682899102454	0.2602341422708193
0.2547291419070293	cosine	24.0	15.0	12.0	0.3116427225020147	0.016441424648025
1.2413059522448981	cosine	24.0	3.0	18.0	0.16639299379457437	0.12732468937632635
-0.7052425609431661	cosine	24.0	9.0	12.0	0.17578970400013433	0.11439938205227845
-0.11481614639462481	cosine	24.0	9.0	12.0	0.40768250502158815	0.0026272690356907743
1.4276946139736697	cosine	24.0	12.0	9.0	0.2730350721704214	0.03079734328122759
1.7398255574697463	cosine	24.0	15.0	18.0	0.34168057527329326	0.009663826561076
-0.09789407853996329	cosine	24.0	3.0	6.0	0.26352749478578685	0.03560678181850737
0.7045170483887825	cosine	24.0	15.0	18.0	0.26658594334509694	0.03399663812377356
0.15815158207028018	cosine	24.0	15.0	9.0	0.2239804100368323	0.06259195697574524
1.4390848527072246	cosine	24.0	21.0	18.0	0.20315112708223565	0.08214673110717585
-0.6503290571704701	cosine	24.0	21.0	0.0	0.16639299379457437	0.12732468937632635
-0.15438464753678544	cosine	24.0	21.0	0.0	0.13681201711998336	0.1744777691802858
-0.236628846843044	cosine	24.0	15.0	18.0	0.22152916418817914	0.06468486429452701
-0.48078784541618946	cosine	24.0	9.0	15.0	0.291174533047882	0.023109639719022
1.1599089065152925	cosine	24.0	0.0	3.0	0.3377605919085437	0.010380190257282039
-1.020932214469802	cosine	24.0	15.0	18.0	0.16896292183844172	0.12369283503412826
-0.22289581701259212	cosine	24.0	9.0	15.0	0.2687764920441988	0.03288060196554171
1.45624353410447	cosine	24.0	21.0	0.0	0.16639299379457437	0.12732468937632635
-1.4481860170915533	cosine	24.0	0.0	21.0	0.21815970297510862	0.06764995867882109
2.59392770539507	cosine	24.0	3.0	9.0	0.37187314209156025	0.005450614642997061
-0.18289288064480952	cosine	24.0	12.0	6.0	0.15678628702578262	0.1415545250123827
